1000, 0.186155
450, 0.232161
380, 0.194499
310, 0.259701
920, 0.191375
850, 0.420958
1400, 0.469722
1960, 0.466027
420, 0.321523
450, 0.187091
2400, 0.509910
880, 0.416532
300, 0.170974
440, 0.290865
800, 0.214229
520, 0.236111
590, 0.313197
450, 0.353308
480, 0.258380
490, 0.180769
360, 0.177125
910, 0.294060
390, 0.282658
760, 0.147034
1550, 0.717287
390, 0.268972
1890, 0.239731
1000, 0.601990
310, 0.150526
380, 0.216435
1070, 0.293900
460, 0.286730
390, 0.233417
310, 0.179141
1790, 0.644966
560, 0.303464
480, 0.226950
400, 0.219858
330, 0.250790
460, 0.193599
1390, 0.490196
630, 0.286340
470, 0.301796
380, 0.360976
860, 0.470054
420, 0.164706
860, 0.206193
1910, 0.214961
2360, 0.749232
410, 0.201166
420, 0.247649
550, 0.269813
450, 0.188147
430, 0.306809
530, 0.284904
450, 0.224473
460, 0.242454
350, 0.218266
500, 0.271488
680, 0.321586
600, 0.271889
370, 0.197368
460, 0.241245
760, 0.284178
460, 0.240636
2040, 0.639693
600, 0.218058
950, 0.316443
440, 0.188536
2490, 0.632808
480, 0.291086
460, 0.237030
910, 0.385169
380, 0.330156
900, 0.489434
300, 0.215942
310, 0.224852
290, 0.236321
450, 0.260020
290, 0.214379
390, 0.248694
340, 0.275742
300, 0.267327
290, 0.203040
440, 0.224254
180, 0.188889
850, 0.301661
400, 0.266896
320, 0.173026
2020, 0.662338
290, 0.205263
3140, 0.609871
420, 0.250000
1980, 0.536290
600, 0.280672
420, 0.235405
1860, 0.684874
360, 0.210610
910, 0.470878
380, 0.168040
260, 0.233383
5050, 0.768306
310, 0.215422
490, 0.157642
410, 0.236264
270, 0.150547
380, 0.323300
1440, 0.450254
830, 0.199466
870, 0.203964
340, 0.210398
1030, 0.638763
480, 0.261527
400, 0.237548
510, 0.245940
300, 0.305185
400, 0.253125
1020, 0.582728
380, 0.170775
860, 0.467125
350, 0.268671
300, 0.179829
600, 0.229651
390, 0.276546
380, 0.169596
410, 0.148508
330, 0.231735
450, 0.258035
350, 0.230349
350, 0.290076
420, 0.205080
370, 0.252693
410, 0.249032
3570, 0.798088
920, 0.220276
1340, 0.419411
2040, 0.629730
2400, 0.420671
2360, 0.675299
1490, 0.706096
390, 0.268980
860, 0.194251
410, 0.217949
1490, 0.572954
500, 0.278161
450, 0.202691
980, 0.214418
350, 0.266272
390, 0.223823
300, 0.230950
390, 0.319328
380, 0.224237
460, 0.220970
2910, 0.343087
300, 0.216279
1520, 0.582601
420, 0.209012
350, 0.287818
270, 0.150866
290, 0.184672
1810, 0.247047
300, 0.176600
340, 0.285576
260, 0.286501
310, 0.289106
450, 0.194391
370, 0.183555
620, 0.210021
390, 0.174517
360, 0.211672
2040, 0.530864
730, 0.390302
260, 0.273897
930, 0.231518
640, 0.274603
400, 0.264106
380, 0.204883
1490, 0.346346
290, 0.245860
390, 0.210134
510, 0.335753
340, 0.175647
440, 0.210747
400, 0.231148
350, 0.183642
410, 0.264516
1820, 0.596564
420, 0.205231
400, 0.223320
310, 0.209205
1860, 0.418708
500, 0.355240
260, 0.148041
270, 0.255319
340, 0.247220
280, 0.216438
1050, 0.686095
260, 0.176603
990, 0.220312
560, 0.254475
410, 0.212121
3020, 0.606084
600, 0.378685
410, 0.156371
450, 0.186482
590, 0.316336
330, 0.270096
400, 0.274955
490, 0.290350
380, 0.179783
290, 0.329060
300, 0.224903
420, 0.157143
950, 0.202393
500, 0.239178
360, 0.123652
640, 0.269231
390, 0.214928
310, 0.206250
320, 0.197421
1160, 0.288565
2510, 0.626244
300, 0.222595
300, 0.197628
600, 0.279886
410, 0.205013
530, 0.211607
920, 0.255510
2060, 0.325193
340, 0.202008
350, 0.210317
400, 0.213256
320, 0.202703
400, 0.188848
520, 0.250871
370, 0.224907
400, 0.222887
440, 0.215636
520, 0.259336
540, 0.208048
260, 0.281959
290, 0.287081
2190, 0.699493
260, 0.254692
1230, 0.359927
320, 0.225627
490, 0.312094
470, 0.251730
390, 0.190594
320, 0.195455
440, 0.230698
330, 0.161591
410, 0.279015
370, 0.292398
520, 0.339599
540, 0.203753
300, 0.150309
410, 0.279089
580, 0.387022
400, 0.178470
380, 0.280401
270, 0.168817
430, 0.315436
380, 0.188042
530, 0.333333
430, 0.270691
320, 0.278431
1510, 0.641869
350, 0.266878
1400, 0.476603
370, 0.250662
5870, 0.600575
890, 0.328767
260, 0.235941
420, 0.146078
210, 0.235495
2380, 0.587791
370, 0.156878
420, 0.153488
350, 0.278159
580, 0.250000
870, 0.198604
570, 0.250545
710, 0.258185
410, 0.192424
1380, 0.506069
390, 0.249064
330, 0.164767
390, 0.339768
310, 0.214929
320, 0.320359
350, 0.230580
530, 0.298497
250, 0.314741
1230, 0.481786
380, 0.233633
530, 0.352875
1370, 0.421293
850, 0.270588
420, 0.247440
310, 0.134328
350, 0.263538
500, 0.202460
940, 0.265226
300, 0.206444
420, 0.239808
370, 0.198722
450, 0.297249
300, 0.280193
320, 0.229787
290, 0.293913
1520, 0.507597
360, 0.270742
270, 0.165816
300, 0.281886
2510, 0.576672
570, 0.301020
390, 0.177228
400, 0.244094
290, 0.201517
300, 0.294511
440, 0.295455
660, 0.316667
300, 0.324117
260, 0.340741
400, 0.303965
470, 0.283168
2450, 0.550083
300, 0.207414
430, 0.276965
2480, 0.406940
350, 0.268817
470, 0.164384
420, 0.207106
300, 0.197880
360, 0.219264
430, 0.268145
520, 0.272727
400, 0.260960
1720, 0.698652
480, 0.180108
990, 0.601510
230, 0.129828
300, 0.283964
410, 0.200962
300, 0.226700
940, 0.217621
800, 0.226415
1990, 0.478972
970, 0.172103
470, 0.292355
600, 0.253707
430, 0.166799
320, 0.230876
1390, 0.400609
300, 0.189024
480, 0.256637
2030, 0.676226
340, 0.255337
380, 0.217391
250, 0.302698
550, 0.258007
300, 0.370984
490, 0.304977
510, 0.291139
340, 0.195537
260, 0.261845
4000, 0.774401
410, 0.204614
920, 0.216713
970, 0.552137
330, 0.238710
530, 0.229126
300, 0.193119
560, 0.262208
330, 0.203791
580, 0.357949
440, 0.254682
390, 0.207384
1500, 0.605833
460, 0.271140
1010, 0.611111
450, 0.201858
510, 0.276549
570, 0.248952
930, 0.220025
390, 0.239108
580, 0.287319
420, 0.247312
360, 0.271751
660, 0.298030
410, 0.243292
450, 0.162162
2480, 0.798713
370, 0.198370
320, 0.285940
340, 0.242958
410, 0.186128
510, 0.315122
2080, 0.575549
430, 0.300178
340, 0.307571
330, 0.169399
350, 0.273120
420, 0.245455
1120, 0.326797
390, 0.311755
300, 0.226782
330, 0.261386
1050, 0.650960
260, 0.253388
1110, 0.280686
460, 0.227966
960, 0.321295
450, 0.283825
620, 0.310791
390, 0.234843
410, 0.206046
400, 0.324841
380, 0.224179
2090, 0.316239
300, 0.196796
320, 0.239861
400, 0.210308
300, 0.200201
490, 0.309753
930, 0.213220
1710, 0.686329
510, 0.243290
410, 0.227352
2390, 0.405462
430, 0.254507
510, 0.256927
400, 0.342733
860, 0.493438
310, 0.222462
430, 0.235955
390, 0.283600
350, 0.318815
430, 0.325490
820, 0.247082
1180, 0.348505
340, 0.219298
390, 0.171178
290, 0.284956
350, 0.248312
560, 0.288119
380, 0.153586
680, 0.223636
3410, 0.349159
390, 0.268595
1000, 0.256701
410, 0.171773
4490, 0.733333
540, 0.244397
410, 0.209770
800, 0.431448
450, 0.277174
310, 0.225061
310, 0.250960
350, 0.156652
500, 0.367748
320, 0.245205
490, 0.184853
890, 0.235975
520, 0.232213
500, 0.299454
