2430, 0.798793
3740, 0.850299
4166, 0.810811
2923, 0.801394
2432, 0.819753
2839, 0.839286
2947, 0.798729
3247, 0.770435
3150, 0.822222
4589, 0.802768
3182, 0.805097
6203, 0.809587
1294, 0.836186
2061, 0.822581
1119, 0.728856
2425, 0.784897
4249, 0.733529
1114, 0.810298
3234, 0.820796
4298, 0.682409
3896, 0.766929
1862, 0.815668
2627, 0.841542
2525, 0.766529
1506, 0.769231
3336, 0.794926
3893, 0.800971
1405, 0.810811
2533, 0.802381
3396, 0.826347
2293, 0.849642
3857, 0.756554
1978, 0.847826
3100, 0.761421
1529, 0.787879
3237, 0.851986
6090, 0.769006
2577, 0.883621
4160, 0.777778
909, 0.839623
3993, 0.720222
2010, 0.802041
2804, 0.820513
3412, 0.806142
2364, 0.836066
1425, 0.762162
3315, 0.798464
579, 0.770718
1200, 0.800000
1056, 0.775132
3154, 0.839080
2661, 0.775304
1488, 0.864023
1325, 0.819018
3181, 0.759599
3347, 0.788809
1057, 0.733333
3186, 0.816406
4364, 0.831144
2110, 0.773585
2785, 0.877778
1708, 0.778420
2498, 0.734967
736, 0.765789
2792, 0.769653
3067, 0.799587
1898, 0.666078
1463, 0.782881
1638, 0.778008
2914, 0.767396
1604, 0.781925
2670, 0.857466
644, 0.817927
4180, 0.840607
2410, 0.815287
3745, 0.811900
2042, 0.746637
1782, 0.729469
2148, 0.815416
1222, 0.741419
2493, 0.845238
2888, 0.793046
4125, 0.834426
4401, 0.767169
1181, 0.852853
3256, 0.831010
2579, 0.785714
4561, 0.818792
1398, 0.823370
2496, 0.771930
4788, 0.792869
3061, 0.791377
948, 0.844737
6452, 0.785928
2256, 0.794872
2737, 0.731898
3733, 0.777778
1620, 0.718970
1828, 0.809639
2232, 0.786000
3299, 0.808219
3320, 0.822449
5183, 0.688380
2125, 0.842920
4458, 0.711409
2751, 0.835759
2008, 0.797297
3641, 0.808712
3085, 0.827324
2878, 0.775701
798, 0.719780
4111, 0.785047
3938, 0.706122
1984, 0.794721
3627, 0.829222
2855, 0.800000
3501, 0.758410
2028, 0.821121
1442, 0.813699
3294, 0.799599
4498, 0.805380
4288, 0.813644
1425, 0.860465
2611, 0.793436
3561, 0.778431
3664, 0.828413
2571, 0.774898
2718, 0.844907
1605, 0.757511
4663, 0.754647
1848, 0.760000
1842, 0.724719
4080, 0.792308
1315, 0.817746
2029, 0.807775
2108, 0.764211
4737, 0.808219
3202, 0.839721
1369, 0.732283
5928, 0.806495
1896, 0.821727
1527, 0.816156
2201, 0.768150
2547, 0.748379
3929, 0.802251
3983, 0.792490
1014, 0.795699
1693, 0.776699
1509, 0.761658
2299, 0.762115
3166, 0.867965
1240, 0.740586
2902, 0.838780
930, 0.835979
1189, 0.787565
2897, 0.795580
2742, 0.827869
1838, 0.791768
2352, 0.787419
3759, 0.825397
1212, 0.816667
4481, 0.750663
2755, 0.745887
3259, 0.784173
1751, 0.821510
1889, 0.727273
2120, 0.831081
1772, 0.757576
1911, 0.818182
1977, 0.707885
5151, 0.816541
1208, 0.822222
480, 0.752451
2069, 0.803783
3184, 0.733813
3593, 0.820896
2139, 0.861728
2456, 0.823409
1887, 0.800000
3464, 0.803810
2163, 0.778993
3855, 0.814126
4480, 0.834697
3401, 0.799660
1340, 0.782787
3560, 0.763072
1998, 0.781955
1302, 0.800000
2151, 0.737209
2111, 0.766071
2131, 0.795993
1734, 0.770883
2098, 0.830357
5169, 0.847487
1210, 0.795396
2256, 0.772234
3033, 0.749625
2236, 0.743945
1259, 0.782493
4108, 0.821168
4504, 0.777595
3268, 0.786325
2022, 0.786058
4392, 0.747235
6471, 0.752270
2166, 0.783567
4761, 0.780591
4465, 0.810631
